keep	question_id	topic_sim	orig_type	question	src_gold(참고: 이 답이 지문에 없어야 함)	context_head	검수사유
X	natua_yes_no_finance-7021993	0.0386	yes_no	생명윤리정책과는 보건산업정책국이 아니라 보건의료정책실 소속으로 변경되는 거지	Yes	Ⅳ. 보완방안 1. 금융안정에 대한 측정지표 개발, 금융안정 책임에 관한 유관기관과의 MOU체결 및 금융안정협의기구 구성 추진 (1) 금융안정 측정지표 개발 금융안정을 측정하는 신뢰할 수 있는 측정 지표를 개발함으로써 금융안정을 위한 정책 방향 및 법적 책임을 명확하게 설정할 필요가 있다. 즉 금융 안정 측정지표를 개발하여 목표 인플레이션을 정하고 이를 달	분야 상이
X	natua_yes_no_finance-7212455	0.0386	yes_no	전국 평균과 비교했을 때 경기도는 더 높은 출산율을 나타내고 있을까	Yes	□ 시사점 ◦ 우리나라도 싱가포르의 정책 사례를 참고하여 ① 스마트폰 애플리케이션을 활용한 서비스 도입 등 여객운송 산업에서 지금까지 나타난 변화에 대응하고 자율주행자동차의 등장 등 앞으로 다가올 더 큰 변화에 효과적으로 대응할 수 있도록 새로운 여객운송 정책 체계를 마련하고 ② 그 과정에서 정책 당사자의 소통과 협력을 통하여 정책 수립의 효율성 및 신뢰성	분야 상이
O	natua_text_span_finance-7450868	0.0385	text_span	어느 법이 전기사업법에 따른 전력수급기본계획과 상충될 수 있어	지능형전력망법	방송통신위원회는 이동통신사업자와 디지털콘텐츠제공업자 간의 수익배분 행위에 대한 사후 규제를 위하여 「전기통신사업법」 제50조(금지행위)에 통신사업자가 디지털 콘텐츠를 제공하기 위한 거래에서 적정한 수익배분을 거부하거나 제한하는 행위에 대하여 규정하고 있다. 그러나 유선포털사업자와 콘텐츠제공업자 간의 관계에서 발생할 수 있는 불공정 행위에 대해서는 현행 법 	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_text_span_finance-7450849	0.0385	text_span	어떤 용어의 의미가 명확하지 않아서 스마트그리드 기술의 성과를 평가하기 힘들어	이용효율	1. 들어가며 스마트워크(Smart Work)란 시간과 장소에 얽매이지 않고 언제 어디서나 일할 수 있는 체제를 의미하며, 스마트워크센터는 공무원 또는 공공기관 근무자가 스마트워크를 실현하기 위해 자신의 원래 근무지가 아닌 주거지와 가까운 지역에서 근무할 수 있도록 환경을 제공하는 원격근무용 사무실을 말한다. 최근 저출산 극복을 위한 일과 가정의 양립이 사	표면어/지시어 함정
X	natua_text_span_finance-7014599	0.0383	text_span	한시적으로 과기정통부의 인공지능 학습용 데이터 구축 인원을 몇 명 증가시켰어	2명	온천법 일부개정법률(안) 입법예고 1. 개정이유 가. 출입검사의 목적으로 온천자원 보호, 온천의 적정관리 및 효과적인 이용을 명시 나. 온천법의 공동급수 및 과태료에 대해서 일몰해제 적용 다. 온천법이 인용하고 있는 법률의 제명과 인용하고 있는 용어가 해당 법률의 개정에 따라 변경된 인용 법률 제명을 반영 2. 주요내용 가. 출입검사의 목적으로 온천자원 보	중복 질문 — 대표 1건 유지
X	natua_table_lookup_finance-7711771	0.0382	table_lookup	2013년에 부산지방국세청에 접수된 고충민원 중 시정 불가로 처리된 건수는 얼마야	187	한편 가공단계별로 보면, 중간재(부품과 반제품)의 경우는 우리나라의 대세계 경쟁력이 다소 강화되었다. 2005~13년중 반제품과 부품에서는 우리나라의 세계시장 점유율과 무역특화지수가 모두 상승한 반면 자본재 및 소비재에서는 모두 하락하였다.  〈표 7〉 가공단계별 시장점유율 변화 <table><tbody><tr><td></td><td>수출비중</td><td	중복 질문 — 대표 1건 유지
O	natua_table_lookup_finance-6799911	0.0381	table_lookup	2014년엔 2008년 대비 디스플레이 기술 우위의 증감이 얼마야	-1.3	□ 감사원의 경우 2013년 기준 총 처리건수는 321건이며, 2012년 대비 총 접수건수는 증가하였으나, 처리건수는 감소하였으며 인용률 또한 전년대비 17%p 하락한 것으로 나타남 (단위: 건, %)  [표 8] 감사원 심사청구 처리 현황 <table><tbody><tr><td colspan="2" rowspan="2">구분</td><td rowspan=	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_text_span_finance-7450890	0.0379	text_span	전력설비 계획은 발전사업자가 어디에 발을 들일지 정할 때 필요하지	전력시장	4. 향후 과제 (1) 영화 및 영화산업 정의의 확장 영화 부가시장의 패러다임 변화에 발맞추어 관련 법률의 ‘영화’ 및 ‘영화산업’의 정의에 대한 재검토가 필요하다. 현행 「영화 및 비디오물의 진흥에 관한 법률」의 ‘영화’의 정의는 영화의 온라인 유통 현상을 포섭하고 있지 않고, 유통 플랫폼을 영화상영관 등의 장소로 한정하고 있기 때문에, 이에 대한 보완이	분야 상이
O	natua_text_span_finance-7450858	0.0379	text_span	지능형전력망법에서는 지능형전력망 정보가 어떻게 처리된 데이터라고 정의되어 있어	광(光) 또는 전자적 방식	국적법 일부개정법률안 재입법예고 1. 개정이유 및 주요내용 병역준비역에 편입된 복수국적자에게 국적 선택 기간에 국적 이탈을 신고할 수 없는 정당한 사유가 있는 경우에도 국적 이탈을 할 수 없도록 하는 규정에 대하여 헌법재판소가 헌법불합치결정(헌법재판소 2020. 9. 24. 선고, 2016헌마889)을 함에 따라, 외국에서 출생하여 주된 생활근거가 외국에 	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
O	natua_text_span_finance-6383706	0.0378	text_span	연륙 도서지역이 정부지원 대상에서 빠지게 된 것은 육지와 연결된 후로 얼마 만이지	10년	가맹사업 진흥에 관한 법률 시행령 일부개정령(안) 입법예고 1. 개정이유 가맹사업 진흥에 관한 법률이 개정됨에 따라 그 후속조치로 대통령령에서 정하고 있는 가맹사업 실태조사 주기를 법과 동일하게 2년으로 변경하고, 법에서 신설된 가맹사업 해외진출 지원 정보체계 구축과 관련해 법에서 대통령령으로 위임한 사항을 규정하고, 정보체계 구축운영에 관한 업무를 위탁할	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
O	natua_table_lookup_finance-7711690	0.0377	table_lookup	2008년에 납세자 권익보호 제도 중 하나인 이의신청의 처리대상 건수는 모두 얼마야	5,053	한편 가공단계별로 보면, 중간재(부품과 반제품)의 경우는 우리나라의 대세계 경쟁력이 다소 강화되었다. 2005~13년중 반제품과 부품에서는 우리나라의 세계시장 점유율과 무역특화지수가 모두 상승한 반면 자본재 및 소비재에서는 모두 하락하였다.  〈표 7〉 가공단계별 시장점유율 변화 <table><tbody><tr><td></td><td>수출비중</td><td	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
O	natua_table_lookup_finance-7711764	0.0377	table_lookup	대구지방국세청에 접수된 이의신청이 인용 및 기각으로 처리된 건수는 합계가 얼마야	169	2000년대 중반 이후 신흥국의 고기술제품 수출이 점차 늘어나고 이에 필요한 노동집약적 제품 및 저·중간기술 제품의 자급률도 상승하는 등 신흥국과 선진국간 기술격차 축소 등으로 글로벌 생산분업은 확장세가 둔화되고 있다.  〈표 2〉 세계교역의 기술수준별 비중 <table><tbody><tr><td></td><td>연도</td><td>노동집약적</td><td	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_yes_no_finance-6390531	0.0377	yes_no	2010년 이래로 교과부는 교장공모제 대상 학교를 차근차근 확대해 나갔지	No	〈표 3-7〉을 보면, 학력수준이 높아질수록 수도권과 비수도권 모두 정규직-비정규직간 임금차이가 더욱 벌어지는 현상이 나타나고, 특히 대졸이상인 경우 수도권에서 큰 차이를 보였다. 3.1.5 근속년수별 임금수준에 대한 비교 〈표 3-8〉을 보면, 근속기간이 증가할수록 임금수준뿐만 아니라 수도권-비수도권간 임금차이도 증가하는 경향을 보였다. 특히 5-10년의	분야 상이
X	natua_yes_no_finance-6794149	0.0377	yes_no	금융 안정을 이루는 것이 중앙은행의 목표일까	Yes	노인장기요양보험법 시행령 일부개정령(안) 입법예고 1. 개정사유 특별현금급여가 다른 금원과 섞이면서 해당 통장이 압류되는 경우 특별현금급여와 이를 받을 권리가 침해되는 것을 방지해 노인과 그 가족의 생활안정을 도모하려는 것을 목표로 「노인장기요양보험법」이 개정됨(법률 제14321호, 2016.12.2. 개정)에 따라 특별현금급여계좌 신청 방법·절차 및 관리	상식으로 답 가능
O	natua_numeric_reasoning_numeric-84e56960-e900-4c8e-91bf-0b6e0392e153	0.0376	numeric_reasoning	일본의 작년 4월 완전실업자 수는 몇 명이었는가?	이로써 일본의 올 4월 완전실업자 수는 전년 동월과 비교해 13만명 많은 189만명으로 늘어났다.	한일 무역 갈등의 여파 속에 일본이 지난달 우리나라와의 무역에서 벌어들인 돈이 전년 같은 기간에 비해 25% 넘게 줄어든 것으로 나타났습니다. 일본 재무성이 오늘 발표한 9월 무역통계에 따르면 지난달 우리나라에 대한 수출은 4천 27억 엔으로 지난해 같은 기간보다 15.9% 줄었습니다. 반면, 수입은 8.9% 감소한 2천 513억 엔을 기록해, 무역수지 흑	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_text_span_finance-7450855	0.0376	text_span	지자체가 거점지구에 요구되는 경비를 지원할 근거가 되는 법률은 뭐야	지능형전력망법	(2) 개발대상도서의 지원 범위 확대 지속가능한 도서지역의 관리를 위해 개발대상도서의 범위를 확대하는 방안이다. 현행 「도서개발 촉진법」과 동 법 시행령에 따라 도서가 육지와 연결되어 10년이 지났을 경우에 정부지원에서 제외하고 있으나, 연륙 이후 10년이 경과해도 여전히 지방재정과 개발수준이 열악한 도서가 많아서 규제완화 방안이 요구된다. 또한 도서인구가	분야 상이
X	natua_text_span_finance-7185096	0.0374	text_span	뭐를 차로이탈경고장치를 의무화시켜서 방지하려는 걸까	대형 교통사고	(2) 영화 VOD 시장 성장의 의미 VOD 등 영화 부가시장의 성장은 제작·배급·상영 등 영화산업 가치사슬의 각 단계에 상당한 파급효과를 가져올 것으로 기대된다. 먼저, 부가시장의 수익은 영화 선진국에 비해 낮은 제작비로 고품질의 영화를 제작하고 있는 국내 영화제작업의 실정을 감안하면, 우수 제작인력의 이탈을 방지하고 흑자 기조를 유지하면서 집행할 수 있	분야 상이
X	natua_yes_no_finance-7212432	0.0372	yes_no	신성장동력 산업을 육성해 양질의 일자리를 지속적으로 창출해야 할까	Yes	(2) 당사자 간 지속적인 소통과 협력을 통한 정책 마련 □ 우리나라에서는 현재 당사자들이 첨예하게 대립하고 있고, 정책 당사자의 참여를 통한 지속적인 소통과 협력이 이루어지지 못해 효과적인 정책의 수립·집행이 제한되고 있음 □ 싱가포르의 경우 새로운 규제 프레임워크를 도입하는 과정에 정책 당사자인 운전자, 택시협회, 승차공유차량협회, 사업자, 일반 국민이	상식으로 답 가능
X	natua_numeric_reasoning_numeric-f549109d-d2c3-4264-b6d4-d4828c657401	0.037	numeric_reasoning	지난 4월 어획량과 지난 6월 어획량 중 그 어획량이 더 적었던 시기는 언제인가?	지난 4월 어획량	게임기대주 크래프톤이 새해들어 주가 하락률 1위라는 불명예를 안았다. 크래프톤은 지난달 광주 대형 붕괴 사고를 낸 HDC현대산업개발보다 더 큰 하락폭을 보였다. 2일 한국거래소에 따르면 코스피에서 크래프톤 주가는 지난해 말 46만원에서 지난달 28일 27만4500원으로 새해들어 40.33%(18만5500원) 하락했다. 코스피 전 종목 가운데 지난 1월 하락	분야 상이
X	natua_text_span_finance-6404760	0.037	text_span	소형주택 건설 의무비율제도가 대도시 주택 정책에 쓰일만한지는 어떻게 확인해야 해	지자체의 의견을 반영하여	□ 전력시스템의 부하율이 높은 국내 상황에서 가장 필요한 요소 기술에 대한 수요를 우선 발굴하여 이를 해결해야 할 것임 ○ 전력시스템의 부하율이 높다는 것은 스마트그리드 관련 기술의 도입으로 경제성을 확보하기 어렵다는 것을 의미함 ○ 전체 시스템을 감시 제어할 때 사용되는 소프트웨어인 EMS, SCADA, RTU, PMU, AMI 등에 대한 국내 기술 수준	분야 상이
X	natua_yes_no_finance-7212495	0.0367	yes_no	장기간의 육아휴직으로 근로자의 인적자본이 없어질 수도 있는 거지	Yes	□ 소규모 사업자 외에 면허를 받아야 하는 사업자는 육상교통청에 통행 및 운전자 관련 자료를 제출하여 야 하며, 육상교통청은 위반행위나 안전사고에 관한 사업자의 보고 의무와 조치 방안 등을 포함한 사업자 준수규범을 마련할 수 있음 □ 육상교통청은 결함이 있거나 위험성이 있는 자동차 모델의 사용을 금지하는 등 필요한 경우 모든 사업자(면허가 불필요한 소규모 	분야 상이
